id_dedl,original,upper,missions,unsep,rmstr,split
,ADO_SM_anomalies_ERA5,ADO_SM_ANOMALIES_ERA5,ADO_SM_ANOMALIES_ERA5,ADO SM ANOMALIES ERA5,ADO SM ANOMALIES ERA5,"['ADO', 'SM', 'ANOMALIES', 'ERA5']"
,ADO_SPEI_12_ERA5_QM,ADO_SPEI_12_ERA5_QM,ADO_SPEI_12_ERA5_QM,ADO SPEI 12 ERA5 QM,ADO SPEI 12 ERA5 QM,"['ADO', 'SPEI', '12', 'ERA5', 'QM']"
,ADO_SPEI_12_ERA5_QM_ODC,ADO_SPEI_12_ERA5_QM_ODC,ADO_SPEI_12_ERA5_QM_ODC,ADO SPEI 12 ERA5 QM ODC,ADO SPEI 12 ERA5 QM ODC,"['ADO', 'SPEI', '12', 'ERA5', 'QM', 'ODC']"
,ADO_SPEI_1_ERA5_QM,ADO_SPEI_1_ERA5_QM,ADO_SPEI_1_ERA5_QM,ADO SPEI 1 ERA5 QM,ADO SPEI 1 ERA5 QM,"['ADO', 'SPEI', '1', 'ERA5', 'QM']"
,ADO_SPEI_1_ERA5_QM_ODC,ADO_SPEI_1_ERA5_QM_ODC,ADO_SPEI_1_ERA5_QM_ODC,ADO SPEI 1 ERA5 QM ODC,ADO SPEI 1 ERA5 QM ODC,"['ADO', 'SPEI', '1', 'ERA5', 'QM', 'ODC']"
,ADO_SPEI_2_ERA5_QM,ADO_SPEI_2_ERA5_QM,ADO_SPEI_2_ERA5_QM,ADO SPEI 2 ERA5 QM,ADO SPEI 2 ERA5 QM,"['ADO', 'SPEI', '2', 'ERA5', 'QM']"
,ADO_SPEI_2_ERA5_QM_ODC,ADO_SPEI_2_ERA5_QM_ODC,ADO_SPEI_2_ERA5_QM_ODC,ADO SPEI 2 ERA5 QM ODC,ADO SPEI 2 ERA5 QM ODC,"['ADO', 'SPEI', '2', 'ERA5', 'QM', 'ODC']"
,ADO_SPEI_3_ERA5_QM,ADO_SPEI_3_ERA5_QM,ADO_SPEI_3_ERA5_QM,ADO SPEI 3 ERA5 QM,ADO SPEI 3 ERA5 QM,"['ADO', 'SPEI', '3', 'ERA5', 'QM']"
,ADO_SPEI_3_ERA5_QM_ODC,ADO_SPEI_3_ERA5_QM_ODC,ADO_SPEI_3_ERA5_QM_ODC,ADO SPEI 3 ERA5 QM ODC,ADO SPEI 3 ERA5 QM ODC,"['ADO', 'SPEI', '3', 'ERA5', 'QM', 'ODC']"
,ADO_SPEI_6_ERA5_QM,ADO_SPEI_6_ERA5_QM,ADO_SPEI_6_ERA5_QM,ADO SPEI 6 ERA5 QM,ADO SPEI 6 ERA5 QM,"['ADO', 'SPEI', '6', 'ERA5', 'QM']"
,ADO_SPEI_6_ERA5_QM_ODC,ADO_SPEI_6_ERA5_QM_ODC,ADO_SPEI_6_ERA5_QM_ODC,ADO SPEI 6 ERA5 QM ODC,ADO SPEI 6 ERA5 QM ODC,"['ADO', 'SPEI', '6', 'ERA5', 'QM', 'ODC']"
,ADO_SPI_12_ERA5_QM,ADO_SPI_12_ERA5_QM,ADO_SPI_12_ERA5_QM,ADO SPI 12 ERA5 QM,ADO SPI 12 ERA5 QM,"['ADO', 'SPI', '12', 'ERA5', 'QM']"
,ADO_SPI_12_ERA5_QM_ODC,ADO_SPI_12_ERA5_QM_ODC,ADO_SPI_12_ERA5_QM_ODC,ADO SPI 12 ERA5 QM ODC,ADO SPI 12 ERA5 QM ODC,"['ADO', 'SPI', '12', 'ERA5', 'QM', 'ODC']"
,ADO_SPI_1_ERA5_QM,ADO_SPI_1_ERA5_QM,ADO_SPI_1_ERA5_QM,ADO SPI 1 ERA5 QM,ADO SPI 1 ERA5 QM,"['ADO', 'SPI', '1', 'ERA5', 'QM']"
,ADO_SPI_1_ERA5_QM_ODC,ADO_SPI_1_ERA5_QM_ODC,ADO_SPI_1_ERA5_QM_ODC,ADO SPI 1 ERA5 QM ODC,ADO SPI 1 ERA5 QM ODC,"['ADO', 'SPI', '1', 'ERA5', 'QM', 'ODC']"
,ADO_SPI_2_ERA5_QM,ADO_SPI_2_ERA5_QM,ADO_SPI_2_ERA5_QM,ADO SPI 2 ERA5 QM,ADO SPI 2 ERA5 QM,"['ADO', 'SPI', '2', 'ERA5', 'QM']"
,ADO_SPI_2_ERA5_QM_ODC,ADO_SPI_2_ERA5_QM_ODC,ADO_SPI_2_ERA5_QM_ODC,ADO SPI 2 ERA5 QM ODC,ADO SPI 2 ERA5 QM ODC,"['ADO', 'SPI', '2', 'ERA5', 'QM', 'ODC']"
,ADO_SPI_3_ERA5_QM,ADO_SPI_3_ERA5_QM,ADO_SPI_3_ERA5_QM,ADO SPI 3 ERA5 QM,ADO SPI 3 ERA5 QM,"['ADO', 'SPI', '3', 'ERA5', 'QM']"
,ADO_SPI_3_ERA5_QM_ODC,ADO_SPI_3_ERA5_QM_ODC,ADO_SPI_3_ERA5_QM_ODC,ADO SPI 3 ERA5 QM ODC,ADO SPI 3 ERA5 QM ODC,"['ADO', 'SPI', '3', 'ERA5', 'QM', 'ODC']"
,ADO_SPI_6_ERA5_QM,ADO_SPI_6_ERA5_QM,ADO_SPI_6_ERA5_QM,ADO SPI 6 ERA5 QM,ADO SPI 6 ERA5 QM,"['ADO', 'SPI', '6', 'ERA5', 'QM']"
,ADO_SPI_6_ERA5_QM_ODC,ADO_SPI_6_ERA5_QM_ODC,ADO_SPI_6_ERA5_QM_ODC,ADO SPI 6 ERA5 QM ODC,ADO SPI 6 ERA5 QM ODC,"['ADO', 'SPI', '6', 'ERA5', 'QM', 'ODC']"
,ADO_SSPI_10d_SNOWGRID,ADO_SSPI_10D_SNOWGRID,ADO_SSPI_10D_SNOWGRID,ADO SSPI 10D SNOWGRID,ADO SSPI 10D SNOWGRID,"['ADO', 'SSPI', '10D', 'SNOWGRID']"
,ADO_SSPI_10d_SNOWGRID_ODC,ADO_SSPI_10D_SNOWGRID_ODC,ADO_SSPI_10D_SNOWGRID_ODC,ADO SSPI 10D SNOWGRID ODC,ADO SSPI 10D SNOWGRID ODC,"['ADO', 'SSPI', '10D', 'SNOWGRID', 'ODC']"
,ADO_SSPI_30d_SNOWGRID,ADO_SSPI_30D_SNOWGRID,ADO_SSPI_30D_SNOWGRID,ADO SSPI 30D SNOWGRID,ADO SSPI 30D SNOWGRID,"['ADO', 'SSPI', '30D', 'SNOWGRID']"
,ADO_SSPI_30d_SNOWGRID_ODC,ADO_SSPI_30D_SNOWGRID_ODC,ADO_SSPI_30D_SNOWGRID_ODC,ADO SSPI 30D SNOWGRID ODC,ADO SSPI 30D SNOWGRID ODC,"['ADO', 'SSPI', '30D', 'SNOWGRID', 'ODC']"
,ADO_TCI_MODIS_231m_3035,ADO_TCI_MODIS_231M_3035,ADO_TCI_MODIS_231M_3035,ADO TCI MODIS 231M 3035,ADO TCI MODIS 231M 3035,"['ADO', 'TCI', 'MODIS', '231M', '3035']"
,ADO_TCI_MODIS_231m_3035_ODC,ADO_TCI_MODIS_231M_3035_ODC,ADO_TCI_MODIS_231M_3035_ODC,ADO TCI MODIS 231M 3035 ODC,ADO TCI MODIS 231M 3035 ODC,"['ADO', 'TCI', 'MODIS', '231M', '3035', 'ODC']"
,ADO_VCI_MODIS_231m_3035,ADO_VCI_MODIS_231M_3035,ADO_VCI_MODIS_231M_3035,ADO VCI MODIS 231M 3035,ADO VCI MODIS 231M 3035,"['ADO', 'VCI', 'MODIS', '231M', '3035']"
,ADO_VCI_MODIS_231m_3035_ODC,ADO_VCI_MODIS_231M_3035_ODC,ADO_VCI_MODIS_231M_3035_ODC,ADO VCI MODIS 231M 3035 ODC,ADO VCI MODIS 231M 3035 ODC,"['ADO', 'VCI', 'MODIS', '231M', '3035', 'ODC']"
,ADO_VHI_MODIS_231m_3035,ADO_VHI_MODIS_231M_3035,ADO_VHI_MODIS_231M_3035,ADO VHI MODIS 231M 3035,ADO VHI MODIS 231M 3035,"['ADO', 'VHI', 'MODIS', '231M', '3035']"
,ADO_VHI_MODIS_231m_3035_ODC,ADO_VHI_MODIS_231M_3035_ODC,ADO_VHI_MODIS_231M_3035_ODC,ADO VHI MODIS 231M 3035 ODC,ADO VHI MODIS 231M 3035 ODC,"['ADO', 'VHI', 'MODIS', '231M', '3035', 'ODC']"
,ADO_factor_available_water_capacity,ADO_FACTOR_AVAILABLE_WATER_CAPACITY,ADO_FACTOR_AVAILABLE_WATER_CAPACITY,ADO FACTOR AVAILABLE WATER CAPACITY,ADO FACTOR AVAILABLE WATER CAPACITY,"['ADO', 'FACTOR', 'AVAILABLE', 'WATER', 'CAPACITY']"
,ADO_factor_distance_to_water,ADO_FACTOR_DISTANCE_TO_WATER,ADO_FACTOR_DISTANCE_TO_WATER,ADO FACTOR DISTANCE TO WATER,ADO FACTOR DISTANCE TO WATER,"['ADO', 'FACTOR', 'DISTANCE', 'TO', 'WATER']"
,ADO_factor_elevation,ADO_FACTOR_ELEVATION,ADO_FACTOR_ELEVATION,ADO FACTOR ELEVATION,ADO FACTOR ELEVATION,"['ADO', 'FACTOR', 'ELEVATION']"
,ADO_factor_landscape_diversity,ADO_FACTOR_LANDSCAPE_DIVERSITY,ADO_FACTOR_LANDSCAPE_DIVERSITY,ADO FACTOR LANDSCAPE DIVERSITY,ADO FACTOR LANDSCAPE DIVERSITY,"['ADO', 'FACTOR', 'LANDSCAPE', 'DIVERSITY']"
,ADO_factor_organic_carbon_content,ADO_FACTOR_ORGANIC_CARBON_CONTENT,ADO_FACTOR_ORGANIC_CARBON_CONTENT,ADO FACTOR ORGANIC CARBON CONTENT,ADO FACTOR ORGANIC CARBON CONTENT,"['ADO', 'FACTOR', 'ORGANIC', 'CARBON', 'CONTENT']"
,ADO_factor_presence_of_irrigation_infrastructure,ADO_FACTOR_PRESENCE_OF_IRRIGATION_INFRASTRUCTURE,ADO_FACTOR_PRESENCE_OF_IRRIGATION_INFRASTRUCTURE,ADO FACTOR PRESENCE OF IRRIGATION INFRASTRUCTURE,ADO FACTOR PRESENCE OF IRRIGATION INFRASTRUCTURE,"['ADO', 'FACTOR', 'PRESENCE', 'OF', 'IRRIGATION', 'INFRASTRUCTURE']"
,ADO_factor_slope,ADO_FACTOR_SLOPE,ADO_FACTOR_SLOPE,ADO FACTOR SLOPE,ADO FACTOR SLOPE,"['ADO', 'FACTOR', 'SLOPE']"
